Code name,Type 1,Type 2,Attack,Defense,Stamina,Pre-evolution,Evolutions,Is legendary,Is mythical,Is shadow,Is mega,Base code name,Base display name,Form code name,Form display name,Mega code name,Mega display name,Display name,Fast moves,Charged moves
SEISMITOAD,Water,Ground,188,150,233,PALPITOAD,[],False,False,False,False,SEISMITOAD,Seismitoad,,,,,Seismitoad,"['MUD_SHOT_FAST', 'BUBBLE_FAST']","['SLUDGE_BOMB', 'EARTH_POWER', 'MUDDY_WATER']"
THROH,Fighting,,172,160,260,,[],False,False,False,False,THROH,Throh,,,,,Throh,"['LOW_KICK_FAST', 'ZEN_HEADBUTT_FAST']","['LOW_SWEEP', 'BRICK_BREAK', 'BODY_SLAM', 'FOCUS_BLAST']"
SAWK,Fighting,,231,153,181,,[],False,False,False,False,SAWK,Sawk,,,,,Sawk,"['LOW_KICK_FAST', 'POISON_JAB_FAST']","['LOW_SWEEP', 'BRICK_BREAK', 'BODY_SLAM', 'FOCUS_BLAST']"
SEWADDLE,Bug,Grass,96,124,128,,['SWADLOON'],False,False,False,False,SEWADDLE,Sewaddle,,,,,Sewaddle,"['BUG_BITE_FAST', 'STRUGGLE_BUG_FAST']","['SEED_BOMB', 'SILVER_WIND', 'ENERGY_BALL']"
SWADLOON,Bug,Grass,115,162,146,SEWADDLE,['LEAVANNY'],False,False,False,False,SWADLOON,Swadloon,,,,,Swadloon,"['BUG_BITE_FAST', 'STRUGGLE_BUG_FAST']","['BUG_BUZZ', 'SILVER_WIND', 'ENERGY_BALL']"
LEAVANNY,Bug,Grass,205,165,181,SWADLOON,[],False,False,False,False,LEAVANNY,Leavanny,,,,,Leavanny,"['BUG_BITE_FAST', 'RAZOR_LEAF_FAST']","['X_SCISSOR', 'LEAF_BLADE', 'SILVER_WIND', 'LEAF_STORM']"
VENIPEDE,Bug,Poison,83,99,102,,['WHIRLIPEDE'],False,False,False,False,VENIPEDE,Venipede,,,,,Venipede,"['BUG_BITE_FAST', 'POISON_STING_FAST']","['SLUDGE_BOMB', 'SIGNAL_BEAM', 'GYRO_BALL']"
WHIRLIPEDE,Bug,Poison,100,173,120,VENIPEDE,['SCOLIPEDE'],False,False,False,False,WHIRLIPEDE,Whirlipede,,,,,Whirlipede,"['BUG_BITE_FAST', 'POISON_STING_FAST']","['SLUDGE_BOMB', 'SIGNAL_BEAM', 'GYRO_BALL']"
SCOLIPEDE,Bug,Poison,203,175,155,WHIRLIPEDE,[],False,False,False,False,SCOLIPEDE,Scolipede,,,,,Scolipede,"['BUG_BITE_FAST', 'POISON_JAB_FAST']","['MEGAHORN', 'SLUDGE_BOMB', 'X_SCISSOR', 'GYRO_BALL']"
COTTONEE,Grass,Fairy,71,111,120,,['WHIMSICOTT'],False,False,False,False,COTTONEE,Cottonee,,,,,Cottonee,"['RAZOR_LEAF_FAST', 'CHARM_FAST']","['SEED_BOMB', 'GRASS_KNOT', 'ENERGY_BALL']"
WHIMSICOTT,Grass,Fairy,164,176,155,COTTONEE,[],False,False,False,False,WHIMSICOTT,Whimsicott,,,,,Whimsicott,"['RAZOR_LEAF_FAST', 'CHARM_FAST', 'FAIRY_WIND_FAST']","['SEED_BOMB', 'MOONBLAST', 'HURRICANE', 'GRASS_KNOT']"
PETILIL,Grass,,119,91,128,,['LILLIGANT'],False,False,False,False,PETILIL,Petilil,,,,,Petilil,"['HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST', 'CHARM_FAST']","['SEED_BOMB', 'ENERGY_BALL']"
LILLIGANT,Grass,,214,155,172,PETILIL,[],False,False,False,False,LILLIGANT,Lilligant,,,,,Lilligant,"['HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST', 'CHARM_FAST', 'MAGICAL_LEAF_FAST']","['HYPER_BEAM', 'PETAL_BLIZZARD', 'SOLAR_BEAM']"
BASCULIN,Water,,189,129,172,,[],False,False,False,False,BASCULIN,Basculin,,,,,Basculin,"['TACKLE_FAST', 'WATER_GUN_FAST']","['AQUA_JET', 'AQUA_TAIL', 'MUDDY_WATER']"
SANDILE,Ground,Dark,132,69,137,,['KROKOROK'],False,False,False,False,SANDILE,Sandile,,,,,Sandile,"['BITE_FAST', 'MUD_SLAP_FAST']","['DIG', 'BULLDOZE', 'CRUNCH']"
KROKOROK,Ground,Dark,155,90,155,SANDILE,['KROOKODILE'],False,False,False,False,KROKOROK,Krokorok,,,,,Krokorok,"['BITE_FAST', 'MUD_SLAP_FAST']","['EARTHQUAKE', 'BULLDOZE', 'CRUNCH']"
KROOKODILE,Ground,Dark,229,158,216,KROKOROK,[],False,False,False,False,KROOKODILE,Krookodile,,,,,Krookodile,"['MUD_SLAP_FAST', 'SNARL_FAST']","['EARTHQUAKE', 'BRICK_BREAK', 'OUTRAGE', 'CRUNCH']"
DARUMAKA,Fire,,153,86,172,,['DARMANITAN_STANDARD_FORM'],False,False,False,False,DARUMAKA,Darumaka,,,,,Darumaka,"['TACKLE_FAST', 'FIRE_FANG_FAST']","['FLAME_CHARGE', 'FIRE_PUNCH', 'RETURN']"
DARMANITAN,Fire,,263,114,233,DARUMAKA,[],False,False,False,False,DARMANITAN,Darmanitan,,,,,Darmanitan,"['TACKLE_FAST', 'FIRE_FANG_FAST', 'INCINERATE_FAST']","['ROCK_SLIDE', 'PSYCHIC', 'FOCUS_BLAST', 'OVERHEAT', 'RETURN']"
MARACTUS,Grass,,201,130,181,,[],False,False,False,False,MARACTUS,Maractus,,,,,Maractus,"['POISON_JAB_FAST', 'BULLET_SEED_FAST']","['AERIAL_ACE', 'PETAL_BLIZZARD', 'SOLAR_BEAM']"
DWEBBLE,Bug,Rock,118,128,137,,['CRUSTLE'],False,False,False,False,DWEBBLE,Dwebble,,,,,Dwebble,"['CUT_FAST', 'SMACK_DOWN_FAST']","['ROCK_TOMB', 'X_SCISSOR', 'ROCK_BLAST', 'RETURN']"
CRUSTLE,Bug,Rock,188,200,172,DWEBBLE,[],False,False,False,False,CRUSTLE,Crustle,,,,,Crustle,"['FURY_CUTTER_FAST', 'SMACK_DOWN_FAST']","['ROCK_SLIDE', 'X_SCISSOR', 'ROCK_BLAST', 'RETURN']"
SCRAGGY,Dark,Fighting,132,132,137,,['SCRAFTY'],False,False,False,False,SCRAGGY,Scraggy,,,,,Scraggy,"['FEINT_ATTACK_FAST', 'ROCK_SMASH_FAST']","['BRICK_BREAK', 'FOUL_PLAY', 'ACID_SPRAY']"
SCRAFTY,Dark,Fighting,163,222,163,SCRAGGY,[],False,False,False,False,SCRAFTY,Scrafty,,,,,Scrafty,"['COUNTER_FAST', 'SNARL_FAST']","['FOUL_PLAY', 'ACID_SPRAY', 'POWER_UP_PUNCH']"
SIGILYPH,Psychic,Flying,204,167,176,,[],False,False,False,False,SIGILYPH,Sigilyph,,,,,Sigilyph,"['ZEN_HEADBUTT_FAST', 'AIR_SLASH_FAST']","['PSYBEAM', 'ANCIENT_POWER', 'SIGNAL_BEAM', 'AIR_CUTTER']"
YAMASK,Ghost,,95,141,116,,['COFAGRIGUS'],False,False,False,False,YAMASK,Yamask,,,,,Yamask,"['ZEN_HEADBUTT_FAST', 'ASTONISH_FAST']","['DARK_PULSE', 'OMINOUS_WIND', 'SHADOW_BALL']"
COFAGRIGUS,Ghost,,163,237,151,YAMASK,[],False,False,False,False,COFAGRIGUS,Cofagrigus,,,,,Cofagrigus,"['SHADOW_CLAW_FAST', 'ZEN_HEADBUTT_FAST', 'ASTONISH_FAST']","['DARK_PULSE', 'SHADOW_BALL', 'PSYCHIC']"
TIRTOUGA,Water,Rock,134,146,144,,['CARRACOSTA'],False,False,False,False,TIRTOUGA,Tirtouga,,,,,Tirtouga,"['BITE_FAST', 'WATER_GUN_FAST']","['ANCIENT_POWER', 'BODY_SLAM', 'SURF']"
CARRACOSTA,Water,Rock,192,197,179,TIRTOUGA,[],False,False,False,False,CARRACOSTA,Carracosta,,,,,Carracosta,"['ROCK_THROW_FAST', 'WATER_GUN_FAST']","['ANCIENT_POWER', 'BODY_SLAM', 'SURF', 'LIQUIDATION']"
ARCHEN,Rock,Flying,213,89,146,,['ARCHEOPS'],False,False,False,False,ARCHEN,Archen,,,,,Archen,"['WING_ATTACK_FAST', 'QUICK_ATTACK_FAST']","['ANCIENT_POWER', 'DRAGON_CLAW', 'CRUNCH']"
ARCHEOPS,Rock,Flying,292,139,181,ARCHEN,[],False,False,False,False,ARCHEOPS,Archeops,,,,,Archeops,"['WING_ATTACK_FAST', 'STEEL_WING_FAST']","['ANCIENT_POWER', 'DRAGON_CLAW', 'CRUNCH']"
TRUBBISH,Poison,,96,122,137,,['GARBODOR'],False,False,False,False,TRUBBISH,Trubbish,,,,,Trubbish,"['POUND_FAST', 'TAKE_DOWN_FAST']","['SEED_BOMB', 'GUNK_SHOT']"
GARBODOR,Poison,,181,164,190,TRUBBISH,[],False,False,False,False,GARBODOR,Garbodor,,,,,Garbodor,"['INFESTATION_FAST', 'TAKE_DOWN_FAST']","['SEED_BOMB', 'GUNK_SHOT', 'BODY_SLAM', 'ACID_SPRAY']"
ZORUA,Dark,,153,78,120,,['ZOROARK'],False,False,False,False,ZORUA,Zorua,,,,,Zorua,"['SCRATCH_FAST', 'FEINT_ATTACK_FAST']","['DARK_PULSE', 'AERIAL_ACE', 'FOUL_PLAY']"
ZOROARK,Dark,,250,127,155,ZORUA,[],False,False,False,False,ZOROARK,Zoroark,,,,,Zoroark,"['SHADOW_CLAW_FAST', 'SNARL_FAST']","['FLAMETHROWER', 'SLUDGE_BOMB', 'FOUL_PLAY']"
MINCCINO,Normal,,98,80,146,,['CINCCINO'],False,False,False,False,MINCCINO,Minccino,,,,,Minccino,"['POUND_FAST', 'CHARM_FAST']","['AQUA_TAIL', 'THUNDERBOLT', 'SWIFT']"
CINCCINO,Normal,,198,130,181,MINCCINO,[],False,False,False,False,CINCCINO,Cinccino,,,,,Cinccino,"['POUND_FAST', 'CHARM_FAST']","['HYPER_BEAM', 'AQUA_TAIL', 'THUNDERBOLT']"
GOTHITA,Psychic,,98,112,128,,['GOTHORITA'],False,False,False,False,GOTHITA,Gothita,,,,,Gothita,"['POUND_FAST', 'CONFUSION_FAST']","['PSYBEAM', 'PSYSHOCK', 'PSYCHIC', 'RETURN']"
GOTHORITA,Psychic,,137,153,155,GOTHITA,['GOTHITELLE'],False,False,False,False,GOTHORITA,Gothorita,,,,,Gothorita,"['POUND_FAST', 'CONFUSION_FAST']","['PSYBEAM', 'PSYCHIC', 'FUTURESIGHT', 'RETURN']"
GOTHITELLE,Psychic,,176,205,172,GOTHORITA,[],False,False,False,False,GOTHITELLE,Gothitelle,,,,,Gothitelle,"['CONFUSION_FAST', 'CHARM_FAST']","['ROCK_SLIDE', 'PSYCHIC', 'FUTURESIGHT', 'RETURN']"
SOLOSIS,Psychic,,170,83,128,,['DUOSION'],False,False,False,False,SOLOSIS,Solosis,,,,,Solosis,"['ZEN_HEADBUTT_FAST', 'HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST']","['PSYSHOCK', 'THUNDER', 'NIGHT_SHADE']"
DUOSION,Psychic,,208,103,163,SOLOSIS,['REUNICLUS'],False,False,False,False,DUOSION,Duosion,,,,,Duosion,"['ZEN_HEADBUTT_FAST', 'HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST']","['PSYSHOCK', 'THUNDER', 'NIGHT_SHADE']"
REUNICLUS,Psychic,,214,148,242,DUOSION,[],False,False,False,False,REUNICLUS,Reuniclus,,,,,Reuniclus,"['ZEN_HEADBUTT_FAST', 'HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST']","['SHADOW_BALL', 'THUNDER', 'FUTURESIGHT']"
DUCKLETT,Water,Flying,84,96,158,,['SWANNA'],False,False,False,False,DUCKLETT,Ducklett,,,,,Ducklett,"['WING_ATTACK_FAST', 'WATER_GUN_FAST']","['AERIAL_ACE', 'BUBBLE_BEAM', 'BRAVE_BIRD', 'RETURN']"
SWANNA,Water,Flying,182,132,181,DUCKLETT,[],False,False,False,False,SWANNA,Swanna,,,,,Swanna,"['WATER_GUN_FAST', 'AIR_SLASH_FAST']","['ICE_BEAM', 'BUBBLE_BEAM', 'HURRICANE', 'RETURN']"
VANILLITE,Ice,,118,106,113,,['VANILLISH'],False,False,False,False,VANILLITE,Vanillite,,,,,Vanillite,"['POWDER_SNOW_FAST', 'ASTONISH_FAST']","['ICE_BEAM', 'SIGNAL_BEAM', 'ICY_WIND']"
VANILLISH,Ice,,151,138,139,VANILLITE,['VANILLUXE'],False,False,False,False,VANILLISH,Vanillish,,,,,Vanillish,"['FROST_BREATH_FAST', 'ASTONISH_FAST']","['ICE_BEAM', 'SIGNAL_BEAM', 'ICY_WIND']"
VANILLUXE,Ice,,218,184,174,VANILLISH,[],False,False,False,False,VANILLUXE,Vanilluxe,,,,,Vanilluxe,"['FROST_BREATH_FAST', 'ASTONISH_FAST']","['FLASH_CANNON', 'BLIZZARD', 'SIGNAL_BEAM']"
DEERLING,Normal,Grass,115,100,155,,[],False,False,False,False,DEERLING,Deerling,,,,,Deerling,"['TACKLE_FAST', 'TAKE_DOWN_FAST']","['SEED_BOMB', 'WILD_CHARGE', 'ENERGY_BALL', 'TRAILBLAZE']"
SAWSBUCK,Normal,Grass,198,146,190,DEERLING,[],False,False,False,False,SAWSBUCK,Sawsbuck,,,,,Sawsbuck,"['FEINT_ATTACK_FAST', 'TAKE_DOWN_FAST']","['HYPER_BEAM', 'MEGAHORN', 'SOLAR_BEAM', 'WILD_CHARGE', 'TRAILBLAZE']"
EMOLGA,Electric,Flying,158,127,146,,[],False,False,False,False,EMOLGA,Emolga,,,,,Emolga,"['THUNDER_SHOCK_FAST', 'QUICK_ATTACK_FAST']","['DISCHARGE', 'AERIAL_ACE', 'THUNDERBOLT', 'ACROBATICS']"
KARRABLAST,Bug,,137,87,137,,['ESCAVALIER'],False,False,False,False,KARRABLAST,Karrablast,,,,,Karrablast,"['FURY_CUTTER_FAST', 'PECK_FAST']","['AERIAL_ACE', 'DRILL_RUN', 'SIGNAL_BEAM', 'X_SCISSOR']"
ESCAVALIER,Bug,Steel,223,187,172,KARRABLAST,[],False,False,False,False,ESCAVALIER,Escavalier,,,,,Escavalier,"['BUG_BITE_FAST', 'COUNTER_FAST']","['MEGAHORN', 'AERIAL_ACE', 'DRILL_RUN', 'ACID_SPRAY']"
FOONGUS,Grass,Poison,97,91,170,,['AMOONGUSS'],False,False,False,False,FOONGUS,Foongus,,,,,Foongus,"['FEINT_ATTACK_FAST', 'ASTONISH_FAST']","['BODY_SLAM', 'GRASS_KNOT', 'ENERGY_BALL', 'RETURN']"
AMOONGUSS,Grass,Poison,155,139,249,FOONGUS,[],False,False,False,False,AMOONGUSS,Amoonguss,,,,,Amoonguss,"['FEINT_ATTACK_FAST', 'ASTONISH_FAST']","['SLUDGE_BOMB', 'GRASS_KNOT', 'FOUL_PLAY', 'RETURN']"
FRILLISH,Water,Ghost,115,134,146,,['JELLICENT'],False,False,False,False,FRILLISH,Frillish,,,,,Frillish,"['BUBBLE_FAST', 'HEX_FAST']","['ICE_BEAM', 'OMINOUS_WIND', 'NIGHT_SHADE']"
JELLICENT,Water,Ghost,159,178,225,FRILLISH,[],False,False,False,False,JELLICENT,Jellicent,,,,,Jellicent,"['BUBBLE_FAST', 'HEX_FAST']","['ICE_BEAM', 'BUBBLE_BEAM', 'SHADOW_BALL', 'SURF']"
ALOMOMOLA,Water,,138,131,338,,[],False,False,False,False,ALOMOMOLA,Alomomola,,,,,Alomomola,"['HIDDEN_POWER_FAST', 'HIDDEN_POWER_BUG_FAST', 'HIDDEN_POWER_DARK_FAST', 'HIDDEN_POWER_DRAGON_FAST', 'HIDDEN_POWER_ELECTRIC_FAST', 'HIDDEN_POWER_FIGHTING_FAST', 'HIDDEN_POWER_FIRE_FAST', 'HIDDEN_POWER_FLYING_FAST', 'HIDDEN_POWER_GHOST_FAST', 'HIDDEN_POWER_GRASS_FAST', 'HIDDEN_POWER_GROUND_FAST', 'HIDDEN_POWER_ICE_FAST', 'HIDDEN_POWER_POISON_FAST', 'HIDDEN_POWER_PSYCHIC_FAST', 'HIDDEN_POWER_ROCK_FAST', 'HIDDEN_POWER_STEEL_FAST', 'HIDDEN_POWER_WATER_FAST', 'WATERFALL_FAST']","['BLIZZARD', 'HYDRO_PUMP', 'PSYCHIC']"
JOLTIK,Bug,Electric,110,98,137,,['GALVANTULA'],False,False,False,False,JOLTIK,Joltik,,,,,Joltik,"['SUCKER_PUNCH_FAST', 'CHARGE_BEAM_FAST']","['DISCHARGE', 'BUG_BUZZ', 'CROSS_POISON', 'RETURN']"
GALVANTULA,Bug,Electric,201,128,172,JOLTIK,[],False,False,False,False,GALVANTULA,Galvantula,,,,,Galvantula,"['FURY_CUTTER_FAST', 'VOLT_SWITCH_FAST']","['DISCHARGE', 'BUG_BUZZ', 'CROSS_POISON', 'ENERGY_BALL', 'LUNGE', 'RETURN']"
FERROSEED,Grass,Steel,82,155,127,,['FERROTHORN'],False,False,False,False,FERROSEED,Ferroseed,,,,,Ferroseed,"['TACKLE_FAST', 'METAL_CLAW_FAST']","['FLASH_CANNON', 'IRON_HEAD', 'GYRO_BALL', 'RETURN']"
FERROTHORN,Grass,Steel,158,223,179,FERROSEED,[],False,False,False,False,FERROTHORN,Ferrothorn,,,,,Ferrothorn,"['METAL_CLAW_FAST', 'BULLET_SEED_FAST']","['FLASH_CANNON', 'THUNDER', 'POWER_WHIP', 'ACID_SPRAY', 'MIRROR_SHOT', 'RETURN']"
KLINK,Steel,,98,121,120,,['KLANG'],False,False,False,False,KLINK,Klink,,,,,Klink,"['CHARGE_BEAM_FAST', 'VOLT_SWITCH_FAST', 'METAL_SOUND_FAST']","['VICE_GRIP', 'DISCHARGE', 'ZAP_CANNON']"
KLANG,Steel,,150,174,155,KLINK,['KLINKLANG'],False,False,False,False,KLANG,Klang,,,,,Klang,"['THUNDER_SHOCK_FAST', 'CHARGE_BEAM_FAST', 'METAL_SOUND_FAST']","['VICE_GRIP', 'THUNDERBOLT', 'ZAP_CANNON']"
KLINKLANG,Steel,,199,214,155,KLANG,[],False,False,False,False,KLINKLANG,Klinklang,,,,,Klinklang,"['THUNDER_SHOCK_FAST', 'CHARGE_BEAM_FAST', 'METAL_SOUND_FAST']","['HYPER_BEAM', 'FLASH_CANNON', 'ZAP_CANNON', 'MIRROR_SHOT']"
TYNAMO,Electric,,105,78,111,,['EELEKTRIK'],False,False,False,False,TYNAMO,Tynamo,,,,,Tynamo,"['SPARK_FAST', 'TACKLE_FAST']",['STRUGGLE']
EELEKTRIK,Electric,,156,130,163,TYNAMO,['EELEKTROSS'],False,False,False,False,EELEKTRIK,Eelektrik,,,,,Eelektrik,"['SPARK_FAST', 'ACID_FAST']","['DISCHARGE', 'THUNDERBOLT', 'CRUNCH']"
EELEKTROSS,Electric,,217,152,198,EELEKTRIK,[],False,False,False,False,EELEKTROSS,Eelektross,,,,,Eelektross,"['SPARK_FAST', 'ACID_FAST']","['THUNDERBOLT', 'DRAGON_CLAW', 'CRUNCH', 'ACID_SPRAY', 'LIQUIDATION']"
ELGYEM,Psychic,,148,100,146,,['BEHEEYEM'],False,False,False,False,ELGYEM,Elgyem,,,,,Elgyem,"['CONFUSION_FAST', 'ASTONISH_FAST']","['DARK_PULSE', 'PSYBEAM', 'PSYCHIC']"
BEHEEYEM,Psychic,,221,163,181,ELGYEM,[],False,False,False,False,BEHEEYEM,Beheeyem,,,,,Beheeyem,"['CONFUSION_FAST', 'ASTONISH_FAST']","['DARK_PULSE', 'ROCK_SLIDE', 'PSYCHIC']"
LITWICK,Ghost,Fire,108,98,137,,['LAMPENT'],False,False,False,False,LITWICK,Litwick,,,,,Litwick,"['EMBER_FAST', 'ASTONISH_FAST']","['HEAT_WAVE', 'FLAME_CHARGE', 'FLAME_BURST', 'RETURN', 'MYSTICAL_FIRE']"
LAMPENT,Ghost,Fire,169,115,155,LITWICK,['CHANDELURE'],False,False,False,False,LAMPENT,Lampent,,,,,Lampent,"['EMBER_FAST', 'ASTONISH_FAST']","['HEAT_WAVE', 'FLAME_BURST', 'ENERGY_BALL', 'RETURN']"
CHANDELURE,Ghost,Fire,271,182,155,LAMPENT,[],False,False,False,False,CHANDELURE,Chandelure,,,,,Chandelure,"['HEX_FAST', 'FIRE_SPIN_FAST', 'INCINERATE_FAST']","['SHADOW_BALL', 'FLAME_CHARGE', 'OVERHEAT', 'ENERGY_BALL', 'RETURN', 'POLTERGEIST']"
AXEW,Dragon,,154,101,130,,['FRAXURE'],False,False,False,False,AXEW,Axew,,,,,Axew,"['SCRATCH_FAST', 'IRON_TAIL_FAST']","['AQUA_TAIL', 'DRAGON_PULSE', 'DRAGON_CLAW']"
FRAXURE,Dragon,,212,123,165,AXEW,['HAXORUS'],False,False,False,False,FRAXURE,Fraxure,,,,,Fraxure,"['DRAGON_TAIL_FAST', 'IRON_TAIL_FAST']","['NIGHT_SLASH', 'AQUA_TAIL', 'DRAGON_CLAW']"
HAXORUS,Dragon,,284,172,183,FRAXURE,[],False,False,False,False,HAXORUS,Haxorus,,,,,Haxorus,"['COUNTER_FAST', 'DRAGON_TAIL_FAST']","['EARTHQUAKE', 'NIGHT_SLASH', 'DRAGON_CLAW', 'SURF', 'BREAKING_SWIPE']"
CUBCHOO,Ice,,128,74,146,,['BEARTIC'],False,False,False,False,CUBCHOO,Cubchoo,,,,,Cubchoo,"['POWDER_SNOW_FAST', 'CHARM_FAST']","['ICE_PUNCH', 'PLAY_ROUGH', 'ICY_WIND']"
BEARTIC,Ice,,233,152,216,CUBCHOO,[],False,False,False,False,BEARTIC,Beartic,,,,,Beartic,"['POWDER_SNOW_FAST', 'CHARM_FAST']","['ICE_PUNCH', 'PLAY_ROUGH', 'SURF', 'LIQUIDATION']"
CRYOGONAL,Ice,,190,218,190,,[],False,False,False,False,CRYOGONAL,Cryogonal,,,,,Cryogonal,"['ICE_SHARD_FAST', 'FROST_BREATH_FAST']","['NIGHT_SLASH', 'WATER_PULSE', 'SOLAR_BEAM', 'AURORA_BEAM', 'TRIPLE_AXEL']"
SHELMET,Bug,,72,140,137,,['ACCELGOR'],False,False,False,False,SHELMET,Shelmet,,,,,Shelmet,"['ACID_FAST', 'INFESTATION_FAST']","['BUG_BUZZ', 'SIGNAL_BEAM', 'BODY_SLAM']"
ACCELGOR,Bug,,220,120,190,SHELMET,[],False,False,False,False,ACCELGOR,Accelgor,,,,,Accelgor,"['ACID_FAST', 'INFESTATION_FAST', 'WATER_SHURIKEN_FAST']","['BUG_BUZZ', 'SIGNAL_BEAM', 'FOCUS_BLAST', 'ACID_SPRAY']"
STUNFISK,Ground,Electric,144,171,240,,[],False,False,False,False,STUNFISK,Stunfisk,,,,,Stunfisk,"['THUNDER_SHOCK_FAST', 'MUD_SHOT_FAST']","['DISCHARGE', 'MUD_BOMB', 'MUDDY_WATER']"
MIENFOO,Fighting,,160,98,128,,['MIENSHAO'],False,False,False,False,MIENFOO,Mienfoo,,,,,Mienfoo,"['LOW_KICK_FAST', 'POUND_FAST']","['LOW_SWEEP', 'BRICK_BREAK', 'FOCUS_BLAST']"
MIENSHAO,Fighting,,258,127,163,MIENFOO,[],False,False,False,False,MIENSHAO,Mienshao,,,,,Mienshao,"['LOW_KICK_FAST', 'POISON_JAB_FAST']","['STONE_EDGE', 'BRICK_BREAK', 'GRASS_KNOT', 'BLAZE_KICK']"
DRUDDIGON,Dragon,,213,170,184,,[],False,False,False,False,DRUDDIGON,Druddigon,,,,,Druddigon,"['BITE_FAST', 'DRAGON_TAIL_FAST']","['HYPER_BEAM', 'NIGHT_SLASH', 'DRAGON_CLAW']"
GOLETT,Ground,Ghost,127,92,153,,['GOLURK'],False,False,False,False,GOLETT,Golett,,,,,Golett,"['MUD_SLAP_FAST', 'ASTONISH_FAST']","['SHADOW_PUNCH', 'BRICK_BREAK', 'NIGHT_SHADE', 'RETURN']"
GOLURK,Ground,Ghost,222,154,205,GOLETT,[],False,False,False,False,GOLURK,Golurk,,,,,Golurk,"['MUD_SLAP_FAST', 'ASTONISH_FAST']","['SHADOW_PUNCH', 'DYNAMIC_PUNCH', 'EARTH_POWER', 'RETURN', 'POLTERGEIST']"
