Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Latios,Splash,Psychic,40,2.034978678337154,2.100371782929859,2.0358341646233367,2.0972804169815533,2.003352085709175,2.054628899909982,2.083061941102247,2.0996083218187347,1.9223865542192544,2.018452287103042,1.8826184412455278,2.0693749704132673,1.9084366259560988,2.034337867560607,2.0300725877500545,2.142483077499574,1.9813540497927395,2.047758146215071,2.065281648751421,2.126776280079065,2.010028520269256,2.1308643227176165,2.0941609821036384,2.0791681003882423,1.948230820058593,2.040542583168764,2.077221705763899,2.1414067594019968,2.0261482351192743,2.105967870943455,1.9724794097211373,2.0238811151865126,2.123087241576195,2.1181543203642166,2.0987502946414693,2.163080186307596,2.070083152582893,2.096981257434337,2.1081340417248184,2.1490279334559066,2.1089934864532367,2.10822510143755,2.119052124672732,2.1045368890703,2.087224439799207,2.1370352004533837,2.0854636822520014,2.1031550471448495,2.120494548991799,2.1542612776459817,1.996392453930662,2.0698837521271276,2.0628308589013677,2.1339800134912243,2.058550078118193,2.11209932736539,2.083225883523241,2.093860415578278,2.0592080786763263,2.062103565971588,2.048741912121549,2.1574481799736716,1.9834464542512993,2.0800672957307014,2.007393215321628,2.1098325882616216,2.073441227419666,2.166215605954499
Shadow Alakazam,Confusion,Psychic,40,1.3637014296245296,1.2752269561610277,1.367357918315554,1.2749257870228714,1.4193565631840557,1.3083366150413447,1.3976259335011616,1.2832866449825502,1.3529952293042629,1.3278762425128303,1.312963179806944,1.3855427390213497,1.4179888592403729,1.3538778295581932,1.412101897803675,1.4032872536504692,1.3589848487006244,1.2676177657123493,1.306792100881734,1.2556589622484442,1.279588130171119,1.2772338920994155,1.3187522148788713,1.2378190632785957,1.299984623484842,1.2973778335676591,1.2871167614658856,1.2371632843853182,1.2554015834255636,1.23164298712332,1.4197376254811218,1.3134342190478958,1.2810142761957364,1.2182421043445348,1.3066060023121473,1.2547504748957656,1.459247251363076,1.3381744186184963,1.29485687319086,1.2381009680349113,1.2975868274045976,1.2396007069449033,1.2769753555728427,1.2156014544226075,1.330801710199689,1.2834522885624875,1.2448742159573751,1.2107926258998791,1.2515000989684895,1.1965496518652787,1.3348082958626974,1.275029975891922,1.2558094737752765,1.2518338918571856,1.2667116136628283,1.238622800969886,1.29152118706013,1.2179501093342082,1.3190679966667376,1.2465136903947662,1.2913276176088102,1.289629036533114,1.3389412719897715,1.2713257436736378,1.3074504143494294,1.28664974777686,1.2463346329535934,1.234700976415867
Shadow Alakazam,Psycho Cut,Psychic,40,1.4215235842602119,1.2556996647509853,1.4307371996357519,1.2538092720887466,1.431941627445482,1.3227727656267372,1.433049463840344,1.307847915374933,1.408232220545057,1.3128942329860287,1.3103092645868182,1.322904367447665,1.4576472828648845,1.3504732373847987,1.4109551217963572,1.3636571272236206,1.3890844304754346,1.2726190498727512,1.340592808441793,1.2628464250138107,1.3373190847326073,1.2834644259386587,1.383662238454597,1.2592683989247173,1.3529662392661927,1.30971819377287,1.3358976548239792,1.26212731026241,1.307474976617004,1.275900428999492,1.4341445502041095,1.3262772434815258,1.3480621129018386,1.246299884392837,1.360244047482451,1.2727312727206521,1.4632709496308431,1.3602259562090033,1.3242433421827715,1.25501734488182,1.3198187032736832,1.2641171455160907,1.3075169108610458,1.2337449275830585,1.349673045163939,1.2834044319715523,1.2837015612447706,1.2509905909997103,1.3071387553770693,1.2559403868082408,1.3691986539557839,1.2839293970833736,1.278948950339445,1.2785470577156024,1.3215983057746306,1.27130621576272,1.343747346310104,1.252304296339861,1.344734383594305,1.2696445038211333,1.3224770900514764,1.2787207773309435,1.372685620613736,1.2835181674354912,1.3476422166971531,1.3085163298044509,1.2777590129299172,1.2497438422840192
Shadow Alakazam,Psycho Cut,Future Sight,40,1.5569056412793927,1.3783737057069427,1.5630567773133393,1.3808276666139565,1.715594753125956,1.4745175749995874,1.7350337944880019,1.459618688300762,1.60653678004312,1.484575144222007,1.4823869539177628,1.4705455073104101,1.7351319953646627,1.540574326525102,1.668688191759571,1.5466047055604863,1.5763728599957505,1.427823054686302,1.5063463726770356,1.3774111493882588,1.508414562289667,1.4223763796156006,1.5244709513278876,1.4203341279952304,1.4940554059161977,1.4209044199784453,1.4779151040209533,1.3804711814238628,1.4294062190880725,1.3969009831276715,1.718897865088295,1.4941902207399473,1.4667291170353762,1.3708229680741848,1.49898345463722,1.397865023162402,1.724901245256341,1.513359778437417,1.4666556185078232,1.394680902908535,1.4334464382020191,1.35966241044457,1.4295508064917826,1.3380531550747787,1.514173801083502,1.3933051623030466,1.410930407980642,1.4156932938823192,1.4190821418381216,1.3983946829503393,1.5039430908948772,1.385981652465933,1.4145996627319566,1.3990924112765455,1.4614795128043563,1.404811497258179,1.4723391187970993,1.384245189691903,1.505924862314068,1.394261322008547,1.4833665363960866,1.4204292544376698,1.5299873353322184,1.4001570328439568,1.5052913715194782,1.4073361028463631,1.4427971580169292,1.3745719009251096
Shadow Alakazam,Confusion,Future Sight,40,1.5612215587536502,1.37354282896777,1.5587436690331489,1.3773525331380092,1.583678832281979,1.407225029705926,1.5386727311743646,1.3872755233971878,1.557957430499154,1.4271358283910827,1.4662881166011756,1.4922430448023742,1.6701049106645354,1.4756995282424357,1.6161978168684263,1.5573121863397283,1.5121367942310224,1.3574662095434258,1.4009537908941874,1.3273943800125088,1.3858839478704144,1.3685832009334757,1.4532606810908855,1.3205854501529102,1.404135282865992,1.3791221147713482,1.3765313130500538,1.3167896837002582,1.3448982532209142,1.3118204219626248,1.5876438305289249,1.4179233426484805,1.372881186446474,1.3003814349996519,1.4100232962428294,1.3445966922325308,1.6206828059048568,1.4727269831744363,1.3932799760880932,1.3151527545798904,1.3879896995525158,1.3132370909414277,1.3476545767399633,1.2817269474006452,1.4481063368088944,1.3744112023124582,1.3668876068027014,1.3142836678792638,1.337504315599452,1.2932844916493473,1.4183058148512844,1.3625968317703503,1.369784453665916,1.3209076669508932,1.3792206292795084,1.3218651519228908,1.3841252492283866,1.303541215519177,1.438690956754932,1.332496708471169,1.4412953771128771,1.396743196460427,1.427003173608104,1.3722185170879553,1.4087164837589832,1.381462744886821,1.3463432296867628,1.3250484903589548
Shadow Alakazam,Counter,Psychic,40,1.7011652372027282,1.5371330714781737,1.8889365930973543,1.6856535248098314,1.7634037368288122,1.605553199903738,1.4644329865880132,1.3337584895455703,1.8229073027479221,1.7420885917345224,1.8301100538478878,1.936708404827457,1.7389261428497134,1.6203256115542541,,2.097208184519275,1.40991235018238,1.314127278911436,1.7393662842199518,1.671527646000885,1.7025989615007482,1.673349873158398,1.9273885071077062,1.8242186677493246,1.5925209201535175,1.5526962926313086,1.5387653617275923,1.5037605926987245,1.6975940661721611,1.6768851049826428,2.137718240234661,1.9459471587284984,1.727176169105098,1.6718329618672862,1.5751319104727624,1.5194883788839566,2.1135910964964104,1.9886313438185015,1.5624740182000958,1.48860210442372,1.5610018310479992,1.4994584945127332,1.5331507528013295,1.46616454506281,1.620604000581757,1.527577089353462,1.5361771820818084,1.5158518390318745,1.5045712235132158,1.4670839849810453,1.794870995312035,1.6964498785865616,1.7041073859640778,1.705753417485999,1.5361807931664884,1.4714640190115753,1.5518169384216463,1.4995173990225736,1.7931450346900089,1.6527653199072796,1.8530891659699043,1.8194121066936637,1.8218636298411397,1.7010735927102192,1.8190574691286245,1.7297926902198513,1.796540631499148,1.7793897409714132
Metagross,Zen Headbutt,Psychic,40,1.5134347245022366,1.494685724904796,1.518296860815728,1.491194760435438,1.5661059329588662,1.5305633234827563,1.5554660161230447,1.544649461506728,1.4070667110793589,1.4676657995818478,1.4161298927761787,1.4713068725605953,1.5974135692020266,1.5917384122118974,1.3243159720545479,1.5217974642019667,1.5241815315347822,1.5087240241485258,1.5492411931918315,1.5603621302563266,1.5267191135590643,1.5815549631615127,1.561086534913517,1.5394444706951174,1.6283202799573078,1.5753518832062638,1.5704558392246717,1.5847181433482054,1.5533967257450885,1.59546274389779,1.487993239321591,1.528065146432784,1.572775490579079,1.5351061399268313,1.5816837337088534,1.5945054244790853,1.5739065271505264,1.5539109225066765,1.561160284874157,1.5651460647276432,1.5747435739396918,1.5837080724744925,1.5763028586221572,1.56946726146625,1.5818955746394485,1.5836038807139543,1.59660894680457,1.5875260419960262,1.5737670244507393,1.5644948694774425,1.558537200238571,1.5825692482673552,1.6069676931492844,1.6105869705582008,1.5470631215188988,1.5625472670578358,1.5645002653432878,1.5623103917189476,1.572772887261602,1.5560948574417737,1.5731964302419932,1.6118454728842673,1.505759125845789,1.544482741761468,1.5063887971120338,1.5672492914961726,1.5165873876771303,1.5484251603406245
Metagross,Bullet Punch,Psychic,40,1.639465754291462,1.6365875942330494,1.6424938252497083,1.6332497802517,1.8592335080618194,1.855495229056722,1.5203121193773363,1.4985671829753762,1.5346259843815366,1.6087298722045347,1.5660630495559926,1.6495708808922194,1.8583571086667552,1.8602257966825277,1.454466990896263,1.6669815290121772,1.6570660093829732,1.6578801067462279,1.7343636010165593,1.7511502869047624,1.6674573695783297,1.7340244708899777,1.7334265233518844,1.6953422928622708,1.8936786574921713,1.8570152981765704,1.8779224608729863,1.9187697949286047,1.7230424000280462,1.7794388650825514,1.6505893151886886,1.6741762532675035,1.7515411390076818,1.7440771430224362,1.7525204668488645,1.7459214868567432,1.7037148189422817,1.7164965178430036,1.7456320415061621,1.7415711671798506,1.7312903245734361,1.7342203690498925,1.7184950593271977,1.7218015778500992,1.723270099887009,1.7185730691828849,1.7614122183499048,1.7683726856089224,1.8879258863833965,1.8862305804923727,1.6976427097616316,1.743790593022672,1.7382174351658068,1.7675913952224698,1.886071223837315,1.9252659873060805,1.7187498393650182,1.7054976565397064,1.7526206360110383,1.7449261907768587,1.8828850030757511,1.945661238796088,1.6770550136779516,1.7346877584622606,1.6571386909277501,1.727335040052003,1.479059686095403,1.5068984397456437
Metagross,Splash,Psychic,40,2.0409835608072933,2.078967511280925,2.0438833958376255,2.0762289807441157,2.105683291477899,2.1181839527924127,2.123125011286102,2.160214233120699,1.9301401082327385,2.0598505614730023,1.9396340370898448,2.079311138538632,2.228869847732237,2.185313965790409,1.829903768550992,2.133288232597913,2.0868175054916445,2.1397264328169556,2.1692984056626092,2.2265207677485592,2.124649284329684,2.217599289918636,2.175252317033792,2.1884086321665004,2.2293257279089937,2.162462597771856,2.186047700213663,2.275479504197229,2.1343787514973567,2.211747475561575,2.0383042771719735,2.1048969164145444,2.213841651010898,2.1855923960099353,2.1351893326946336,2.165525275098749,2.1716564151240894,2.2369822457025217,2.1729116665097044,2.2136815010079083,2.200388820613945,2.2208004424570884,2.207652309634406,2.1958164508389704,2.194202566829052,2.225074840462483,2.1854499109156085,2.225048243176228,2.139494523176749,2.144812113167791,2.1324132787911956,2.205887312418126,2.2113391850844617,2.241778446655807,2.1427023024015477,2.207604746713605,2.18296720208919,2.200036480831802,2.1850562665099185,2.197430982321665,2.07549124583925,2.1668328610430567,2.0747614098220724,2.1588134214608807,2.0908229912609975,2.2015676010846685,,
Lugia,Extrasensory,Future Sight,40,1.9829377344931989,1.9682362058579685,1.992868986457541,1.9668565628189496,1.9891813216297696,1.9805279910259528,2.0431737193836605,2.0148391741810405,1.8096618323084208,1.9058303908549437,1.8728419240540948,1.9495377266000677,1.9165985764972395,1.9591162248081775,1.7244855190719597,1.9609012280928093,1.9374341783390787,1.9568209741571394,2.055267480929893,2.091681948328659,2.0278040886271658,2.115361533233901,2.0850795361070573,2.070590780079026,1.9587912726137124,2.0323186540803535,2.067584648283409,2.1030240077886866,2.0340523081417436,2.064428552908612,1.9897868168531163,2.0263635605018635,2.041119215612316,1.9959972368024963,2.0647618225506843,2.07139169085301,2.023621980153432,2.0498630117413406,2.0626213633546473,2.061476995325964,2.0574589475840757,2.0437254671611167,2.1169374265597836,2.071235767401584,2.08087266411588,2.0881036801978756,2.080566215443577,2.0743752350585942,2.0273493776839997,1.9970725121260877,1.9443602556816437,2.0176578920629273,2.1173317336734705,2.1367391554204698,2.0255766637861776,2.0297549553545218,2.0974112117768415,2.0684646069755876,2.047132202101466,2.0627049555022925,1.985535545471169,2.068572342335543,1.988350636935595,2.0477748828911615,1.9478481865201027,2.041980583200167,2.000851776526575,2.0498826247292126
Lugia,Dragon Tail,Future Sight,40,2.6333859033260105,2.626570685071322,2.643882076610132,2.6262857278742056,2.533965717664628,2.5656352856485207,2.6366214490115114,2.61466227954069,2.4005536588084473,2.5507129982477212,2.440085625310438,2.5768374304240114,2.486892421272273,2.533858722484318,2.2061052175795623,2.502351678116894,2.534334870978848,2.5744635080738036,2.732849307375737,2.788684001173054,2.723008366891594,2.817171273409692,2.6713958633861306,2.6922583409522507,2.591902765202042,2.6991621087932307,2.7428662086178943,2.8385126031386063,2.675794158394343,2.724507697577746,2.5577999721018605,2.6050335471256996,2.6790459497239993,2.6612187975874484,2.693594300695544,2.6898567679824317,2.677787627437802,2.7148611125994666,2.802789897032344,2.8185329286932634,2.7438552449336084,2.730988254240857,2.7855309536470867,2.7398355429390073,2.733254167252045,2.7662100968555787,2.685648544649915,2.7136573952345926,2.6740030750680606,2.6928405215332507,2.632812067667621,2.7289841254974276,2.7192746469011166,2.7524239975304203,2.6943577798536116,2.7209993110557584,2.7120548817510644,2.677969066853531,2.7383473025832785,2.7396644196625606,3.099400787736674,3.280821918642389,2.5732559991812893,2.651162009527842,2.571526369079957,2.6834154956447573,3.4320547592160926,3.557193752160703
Espeon,Confusion,Psychic,40,1.5384075763302372,1.5092973348652645,1.5464905191713791,1.5050392910477275,1.511007270819192,1.5231539148090645,1.5651555654571083,1.515440518825251,1.5370321574436419,1.516106860603032,1.5490840807860329,1.58023716038719,1.5696650752089971,1.545130551481648,1.5188029560053447,1.5701065107784706,1.6047368669441806,1.5038913530885794,1.493176692985899,1.4887437972365836,1.5448364671110788,1.515462063542103,1.5378686464768077,1.4740155362932126,1.5546615357663456,1.5112147366456805,1.4908057442659544,1.4853573925763335,1.4703917903842618,1.4860310069072276,1.6067550459769255,1.5522041717677217,1.5359800131187225,1.4777985709424974,1.5087509466140814,1.4939703760278127,1.546254954610244,1.5556508103203777,1.4868662673680002,1.4901660944110935,1.4962564034089172,1.4839603014312472,1.5030484895579563,1.4864447718893699,1.5632362129534298,1.5250275869600465,1.4846848956682877,1.49998795168693,1.4801113499965974,1.4392430381045183,1.516412050802541,1.5019683514061732,1.5093540960739578,1.5193167615525378,1.503271123985593,1.4942894768405206,1.510931351856714,1.4628307248495829,1.5206726604014549,1.485937346773956,1.4907875146377785,1.5262582987409106,1.5055778371804736,1.4796127628286355,1.514840266228763,1.4973010481397444,1.480814299077296,1.4868504876749746
Espeon,Zen Headbutt,Psychic,40,1.6523387144771393,1.6069479452117843,1.6654945565964498,1.6029032336070754,1.622017646160236,1.6139812665232576,1.672811745349564,1.6035868675367295,1.625779690386562,1.5893512990516672,1.6197903552389123,1.6261343295972295,1.6505810622248374,1.604766089031731,1.6527150050496728,1.6173308706213982,1.6875706033206017,1.5635697261236088,1.5672626015893063,1.5743305789566802,1.6219423854216788,1.5896285283226055,1.6358552249782974,1.5649724054769554,1.6316533419403736,1.5689969429737318,1.5856456452594734,1.5838897308107283,1.5504294832942505,1.559845927090926,1.7185801607267244,1.6194996954237286,1.6241322835592151,1.5623513849816588,1.6100865178294754,1.5968300094909127,1.6403316000856694,1.611619086911638,1.5713237056609624,1.568136278049753,1.5862312813609214,1.5741539060238996,1.584817485989363,1.5652409929099913,1.6485957197682672,1.6042286396141414,1.5908186873080812,1.5764881630316483,1.5751769407921616,1.5542203716450191,1.5862899195131615,1.557356253588393,1.5997703860664232,1.5957514377300566,1.5863132574330874,1.564504460412566,1.6123756839451993,1.5504301537657437,1.6227828905901431,1.5785396331330224,1.5910065802907811,1.6000987788519234,1.6082119888636177,1.566492259402534,1.6207012490060928,1.5884001350737484,1.5664552600161812,1.563774246511874
Espeon,Confusion,Future Sight,40,1.6931161119223235,1.609655654903513,1.6914191436635209,1.6059886416134554,1.6538179598329998,1.6108123791896947,1.7167272109392626,1.6308171832745173,1.7375482337916062,1.6472808941124792,1.7246180080677866,1.69778233289585,1.8036204967052138,1.6926961846204205,1.7253735729850463,1.707810509487038,1.8155499125762535,1.6046024687431573,1.5970617357020302,1.5704488897108646,1.6609901614157125,1.6122054917156283,1.669748878754896,1.5743297265435614,1.654025433612967,1.5985827872377214,1.6134259259951527,1.5807184197815423,1.558235342761633,1.5853044805042042,1.8034907656719117,1.6846048415905985,1.6299724983497974,1.563607816181669,1.6299787949327291,1.601961311342551,1.694536637187622,1.6932617970049522,1.5776320048452286,1.5708255809317058,1.5871088107813838,1.5771631624199198,1.6220035755144997,1.5784583069915807,1.6815963423273075,1.6325447293167437,1.6014255253697052,1.5849934466496038,1.6026401055171555,1.5641444292281292,1.6161652672456428,1.5848827799095588,1.6121773101827468,1.6019517144144888,1.62282844801825,1.5954999777920598,1.6261158862393854,1.5687719267004796,1.6632478299563982,1.5882902210715109,1.6179410811064432,1.6496660976828337,1.600963933164802,1.5615917912586372,1.62427950041397,1.5948933760826576,1.5863553512600046,1.568810119961897
Espeon,Zen Headbutt,Future Sight,40,1.8609973641758581,1.7500681486970624,1.8669769324827616,1.7469837919581686,1.813218038548587,1.7554673765969306,1.8803077768115546,1.7594971946517457,1.878540727981863,1.7350659634069938,1.8575546784854289,1.7948834162676606,1.9226786280966748,1.7545625035691497,1.9296315760409593,1.8084109738063485,1.9746716045538388,1.7014708211622063,1.7018692894937186,1.6889228644821814,1.7907659747238271,1.7143547655750087,1.8091558631163405,1.6902900499674314,1.7636768389693263,1.6965193630412245,1.7400244002259093,1.7071836939601264,1.683647546824674,1.6842349821513147,1.8901523088790446,1.7879047006912712,1.7556422940977148,1.6903793072002966,1.7571804752895543,1.7354777481747619,1.8328526775929384,1.7842714736983734,1.6966696815296511,1.6830739649558069,1.7167864693753396,1.6881137450137773,1.7324641339561742,1.6781178094854712,1.8292402067063362,1.7334544514374266,1.732773882677478,1.7021033958270235,1.7165283661246553,1.668562779526242,1.7257528677224325,1.6831227362685184,1.7413179489212505,1.7251800885895652,1.713719311007437,1.685156335156477,1.7553590914053654,1.6813754043633096,1.8204424363032892,1.7306253469089505,1.7404490337140472,1.7573257903292612,1.766125311678889,1.6960467601788634,1.7586020549401893,1.7251436651843501,1.7141520893112634,1.6835984092248755
Espeon,Confusion,Psybeam,40,1.880161920199327,1.821072014388034,1.8821134778287918,1.8188210807417546,1.8466921827414409,1.8396656897305592,1.9013631290782715,1.8434264235629967,1.8460884406041207,1.8416511616483242,1.87845792805831,1.918876438258235,1.9118906890098446,1.8935450221343308,1.8085431664442004,1.9078009145054726,1.9066086144975836,1.809606340155475,1.8021972302070615,1.8023817327739797,1.8822280909591715,1.82647235834975,1.8719896265682607,1.7825259960063895,1.8742791365920122,1.8152820780027115,1.8110754416765371,1.8075472312808023,1.7603177511101655,1.777898546085161,1.9578831164773713,1.8813746492824355,1.8530916818388596,1.7854642867998978,1.8456007274129864,1.8164385186800116,1.9161825421506626,1.8872116310830587,1.799841404053895,1.8031802937332477,1.803166115328043,1.7888928822607817,1.8391529846918018,1.808324542524322,1.9002936540679773,1.840019972208467,1.8142995727722493,1.8006948082421113,1.7822911540568027,1.7697138238695342,1.822497380203031,1.8056014667367806,1.8299690821920123,1.8166499280006694,1.8272254913174184,1.8050402080249588,1.8332152430620594,1.7749861813208034,1.8590873305335816,1.7962064879529147,1.8360084795408482,1.8209946712113922,1.8309818966722589,1.782328498734243,1.8291607165526687,1.8229256895625048,1.7893267340095378,1.7996771691507871
Espeon,Zen Headbutt,Psybeam,40,2.0306611157861973,1.9564755070303335,2.0400198261046145,1.9523578563226653,1.9953221819101834,1.9650348253206638,2.055256756377491,1.9647764143107285,1.9610032607073595,1.9396708998592627,1.9900620828570208,2.0073799601942675,2.021179542594779,1.9708692466754456,1.9788524291688334,2.0081687005218245,2.0335425044682576,1.8996221981166066,1.9162588370809417,1.9134691385314924,1.9971432433448348,1.9334236197129322,1.9899314873503544,1.8963273633505107,1.9786170038550783,1.8970398770874848,1.9385589212821317,1.9141346124997793,1.8857219580307372,1.8968392180473883,2.0885743918843693,1.994354317547967,1.967332464278424,1.8922073515958007,1.9804007002398625,1.9355626318538932,2.0343449708184607,1.9848456813275657,1.930175885504164,1.9162115056597924,1.9248185597341203,1.9044100975747416,1.9459902444174322,1.9018351650969654,2.0223769015345887,1.9518944072739934,1.9280012164868767,1.9065136109326792,1.9190137497695028,1.8763824303247387,1.9276820967511006,1.8848590682948716,1.9441879880128545,1.924940772802847,1.9319004983667265,1.8994624851506134,1.9524942988717409,1.8911238478518302,1.993717526067671,1.919487662593364,1.9507462934346091,1.9487767591857084,1.983910194589047,1.9240937121357682,1.9753649796337418,1.9385422683718476,1.9182219156034115,1.9065137146261986
Gallade,Confusion,Psychic,40,1.6597350968242208,1.6339740672488696,1.6693572429181927,1.6294378803161986,1.6196043881691027,1.621713474137345,1.6199550035343175,1.636424853176111,1.606309914917755,1.6370121664898107,1.596115329364323,1.6483669152752611,1.797622926572845,1.6746112302394673,1.6906074810946292,1.6857091177608943,1.6172552679520746,1.6201732449124215,1.62909949942056,1.6338547218429944,1.5987962091466497,1.626392278595024,1.6036822984772874,1.593436661780176,1.6566887126857681,1.6595368509254693,1.6074344877560003,1.615489273264316,1.5909430935013362,1.6183595529446837,1.6205627987554085,1.6477220721403159,1.6513051885272318,1.6108304006636383,1.6398720309980304,1.6408640745379774,1.6550176376169152,1.6600089539478933,1.622791167071823,1.62828983452584,1.618264829968606,1.6218960897533463,1.624097833099648,1.6023755105732886,1.6048635451262185,1.6165231843923125,1.6110610831636207,1.6202603367536785,1.5987565113767768,1.5853991142815969,1.5994980442655655,1.62037974855238,1.6251478241398651,1.6601233225479761,1.6106847223043048,1.6054918778618565,1.5967338204848307,1.5819105849037216,1.623223302621049,1.5932468437077407,1.6162344954480818,1.6800422590965385,1.6140211450160502,1.6162348527589843,1.6387585862631684,1.6331848476419406,1.6494227984645766,1.6490949473028202
Gallade,Confusion,Synchronoise,40,1.7091593111664343,1.6864746267643436,1.7174536859864002,1.6825287134619449,1.6764727003000506,1.6724822918293163,1.6750916649062162,1.6995308125166682,1.6545151123465234,1.6866009782214233,1.6484181826824653,1.6732690818130613,1.8123676259635282,1.7285301006733995,1.7052496844387581,1.7249995299755654,1.6667165002351076,1.6629809054498252,1.6730225912666796,1.6921128570964348,1.6567467227330468,1.683088822792086,1.675668243533959,1.658808462536496,1.6978905134994378,1.6898093421036338,1.666894719111053,1.6786795120756937,1.654371888652284,1.6745515482739715,1.6744255029475659,1.6974496154571497,1.7017963116287218,1.658949553505329,1.6983091417046516,1.7002753555124088,1.7206521656474676,1.704308075341756,1.6876991626250013,1.6881398223423343,1.695109068062423,1.6976774932340606,1.6863468964841826,1.6771508801391724,1.6701349849614588,1.677744476783197,1.680505504072147,1.6833682024382854,1.6713768066769832,1.6565025095253307,1.661566502437092,1.673733015230625,1.6920552774796462,1.707719273014362,1.6670185391167747,1.6668860519156785,1.6772417601193867,1.6506629236114,1.6790362692955059,1.6536118019514177,1.6932135455313948,1.7191502729104762,1.682764201083249,1.6764110422764926,1.6968722242628473,1.6898608285202927,1.7158813787221698,1.7157956167344768
Gallade,Charm,Psychic,40,1.834153472612969,1.8081345782864269,2.408872064026822,2.427125616416742,1.7694835221699854,1.771050831330836,1.7726497113694943,1.8067468285906279,2.3150299305506774,2.403639751483312,2.251038661411049,2.376770830260315,2.40008992602595,2.2209025329816483,2.814917757681776,2.441868804186524,1.7771061350912896,1.7868474840237196,2.347021484580883,2.3987755547433864,2.3077687301646965,2.390911770142591,2.362712807529169,2.3899898110786935,2.178552284436015,2.143125694268447,2.0981411238608283,2.1574025904574845,2.379477983715484,2.4307687099442363,2.263786367138632,2.3868342139395513,2.3622355401317883,2.3679965249212374,1.803334057240764,1.824480030568862,2.3657279513449936,2.4116345360438074,1.797876976569081,1.8037831779013356,1.784763959787765,1.7872094911474414,1.8132768902225678,1.796833181988611,1.7764795764061327,1.7838775527293507,1.803954604749654,1.7894218473858154,2.087183093130822,2.1153476180700435,2.360882412619999,2.4409747674760602,2.3817625204996733,2.4325353031403503,1.7924130332959625,1.7975194887125112,1.79088368464675,1.7653611133102818,2.3673298962014497,2.37670912954398,2.3658812876639455,2.413603518852483,2.360733760682426,2.379100776664634,2.381811611546205,2.4003851187780834,2.4298415042380634,2.3989430363083444
Gallade,Charm,Synchronoise,40,1.888996922120248,1.8601145726596287,2.5373728903697224,2.543927402272677,1.8409177720964705,1.8387609894870018,1.8439751214783462,1.8673982797749358,2.452922276385709,2.5199181129017867,2.390081148120001,2.4947639201717373,2.459540490288641,2.305341874513214,2.7775777881854515,2.5054654441277093,1.835760223858946,1.8378800184010404,2.4842672664619307,2.537180674778819,2.4306859377423207,2.5540695263349167,2.5019303486110447,2.504242186361255,2.2812656442950274,2.2409508420836404,2.2113699849109767,2.243059565085851,2.5249980947348414,2.5689716340102637,2.4044442527853036,2.514644502984358,2.528695909880802,2.5270394760710824,1.880176552359708,1.8872747542189745,2.5254669463146224,2.5413094910656984,1.8764515321417718,1.876772389960791,1.862381010042884,1.8527280837198123,1.888105000624512,1.8640306816190684,1.8421686872731506,1.8472596374518304,1.8627808338696699,1.8458188692558337,2.1855926884522154,2.2072184178051892,2.5051403359137496,2.582324599094422,2.564171681886409,2.624701757890892,1.8682354011205777,1.874378884897516,1.8588933745600658,1.8315852774335977,2.5347645175149722,2.561514693863268,2.532023918398611,2.5885113439993,2.513238555636255,2.515707109755549,2.515725220710519,2.5203119878157634,2.5535440077359826,2.5416434385500395
