Attacker,Fast Move,Charged Move,Level,"Kyurem, Tier 5","Kyurem, Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Calyrex (Ice Rider), Tier 5","Calyrex (Ice Rider), Tier 5","Diancie, Tier 5","Diancie, Tier 5","Glastrier, Tier 5","Glastrier, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Diancie, Mega Legendary Tier","Mega Diancie, Mega Legendary Tier","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Lucario,Bullet Punch,Flash Cannon,40,1.8526962288891902,1.7906288965475485,1.7363954197893006,1.7054855319541724,1.919268870757088,1.6839470868530841,1.7988348882767706,1.7491051810411398,1.8046365739145425,1.7562602785216002,1.8002519589501533,1.7532757293571626,1.8533661785808568,1.8129804326354917,1.7589351424464033,1.7337423525535323,1.6844516902368232,1.6726624649894426,1.9367214472458782,1.7388137006375328,1.8272425022588523,1.713581566255886,2.149415719158012,1.850383452484352,2.0389238996350336,1.6283012012879414,1.93040754716645,1.8205246599277343,1.9856336588085057,1.8475055842925125,1.7841569529857433,1.7540556602178183,1.8823190807504553,1.8198939589246277,1.687667269632773,1.6639049994804194,1.9391324179755791,1.7176344123612046,1.8321868892991495,1.7926674399994005,1.7458169803476724,1.7237319992952223,1.6961348250523354,1.7252935500608988,1.7889288438263806,1.7521797910595154,1.6956082940642752,1.74044442438859,1.8355462695850167,1.780696691157659,1.8161840651483565,1.785871522578188,1.7021801895906334,1.719421670078848,1.7418858027476845,1.7376336390398417,1.860774511979551,1.7636054990351335,1.7736438104684062,1.8532053014263152,1.891731102232462,1.769164000102651,1.6807776484892547,1.7677884228039114,1.7144597825675625,1.7134085632412528,1.6800944999394871,1.7559530060842836,1.655002953935486,1.6819239403811421,,1.8074731213802329,1.780364250916038,1.8211417153727854,1.7513033894152301,1.7278815978682984,1.8060119626121534,1.8171795503130397
Lucario,Bullet Punch,Meteor Mash,40,1.38119391906405,1.3596132332668047,1.324396017183123,1.3101435062037028,1.4348875685501303,1.284333498339397,1.3638440632527868,1.3532927762959572,1.3652004189244797,1.354732373652221,1.361222951336721,1.3501394494652073,1.403729057859795,1.3833055163161883,1.3253420783090542,1.3155987516360552,1.3030433288338437,1.2817998321976176,1.493769631411339,1.3259563904787528,1.4132245628666247,1.3129442332847931,1.6134792242224587,1.407236547959103,1.5544859058917526,1.2325033419348592,1.4345841467180234,1.3834932488832126,1.4917501982376768,1.4034667752024945,1.3552860490024374,1.357555023968257,1.4966044864891221,1.3943224140870614,1.3234584407254173,1.283686401341532,1.5121375491174511,1.3179349135448697,1.405126331831543,1.3615535012921727,1.3446633596063466,1.3128881666042977,1.2854457421429926,1.3186462231340157,1.3569481385367597,1.3437848058775164,1.3158811939989832,1.3412695321525847,1.3791234441616531,1.3488433004690827,1.3779731222800662,1.3650717945541713,1.3077304799622669,1.32425529230451,1.358411465555153,1.3379249957819919,1.4523542137460774,1.3422669592273389,1.3870446221361727,1.4174869305242117,1.3919709745617335,1.329998700588618,1.3043204524411514,1.3741503446120737,1.3117790760912111,1.3134189334463773,1.300291694880953,1.3722017845765457,1.3085181878027783,1.3112460543861721,1.3945798443805928,1.3762752952745776,1.3486157613867362,1.3761564061289566,1.4010293727401746,1.3338031134807125,1.3929404772555398,1.39522601723495
Genesect (Burn),Metal Claw,Magnet Bomb,50,1.3433407525584273,1.3365493294864,1.3077628556223575,1.2829594036197247,1.2845231340305134,1.256980058149555,1.3421615769527782,1.3249511073244244,1.347202093939942,1.331439535628098,1.3445608520212255,1.3284890188122953,1.3062400978008781,1.3222718754979805,1.3388706060001057,1.343623943119236,1.250373317608779,1.259002301324237,1.3058903410635696,1.2851281397744572,1.323757719434042,1.3100544828541847,1.338084264197954,1.3240779769793622,1.2006466304838719,1.1822123422588129,1.330653132556238,1.331849946168838,1.3478695416447717,1.3412760715241334,1.323114581645371,1.365970729869518,1.3003513486007088,1.287715201631522,1.2742927381325366,1.2621127188350967,1.321699779414818,1.3101131152230412,1.3236609375461186,1.3269434842553507,1.3737668389397035,1.3384385345098788,1.3059304702722057,1.3487297435839736,1.323320115012734,1.3623223456684936,1.3149801103880325,1.363613460238849,1.300272734229383,1.3264512337115149,1.3267949746424585,1.3862376206005997,1.2885866196516713,1.3552157963342095,1.2728130958497383,1.317776426438794,1.3050115122409547,1.351176310389116,1.3826161442032676,1.4356378519341726,1.287884954981397,1.3387744501718457,1.3415565693522038,1.411219769901855,1.3041293594769274,1.3507946486614437,1.336520172423048,1.4013653547565201,1.285260030720929,1.328604155765238,1.3388775385167269,1.3640672332467874,1.3050073418139334,1.3773014154571912,1.3716179625934557,1.3542208587708429,1.3482838584897894,1.4053305667897005
Shadow Magnezone,Spark or Charge Beam,Flash Cannon or Mirror Shot,45,1.7807973259855903,1.747262344955857,1.7367370551617551,1.7506734566852968,1.9369419966679098,1.7436756123836523,1.6696701949661104,1.6615853943448111,1.6661339202729246,1.6647752127491435,1.6591689738064386,1.66138507597291,1.6747769846033909,1.69060168228054,1.7186148906993806,1.7354470616206217,1.6300802925546587,1.6008027736370798,1.844570349078612,1.6516378001727905,1.649265151842783,1.6416282608934616,1.7715081584421695,1.6561162597620154,,1.552147482391341,1.6405858647595526,1.6277524088498545,1.668847255668946,1.7026827707617262,1.6861435077186677,1.7132682728912452,1.5817545308147105,1.5634597946133202,1.5999204980223076,1.6100266495351674,1.6421028312978845,1.4319009955327129,1.7049500604518955,1.7491172783425106,1.7944904921572207,1.7775548052360073,1.4157778557827476,1.4041636823002277,1.696384243542852,1.7094718591432763,1.6300786971137413,1.6977480459268386,1.6667954781960013,1.6777670129354778,1.6370550090080516,1.712311768460263,1.6356399912562085,1.7130737287942883,1.6144868531050296,1.6452992210883848,1.675850159072589,1.666962185145972,1.680136865266625,1.7470087170761988,1.614770764621495,1.6550224371522728,1.619401322397478,1.719132722354933,1.8058141057905024,1.8556695008020323,1.6452695685456298,1.7365680825320806,1.641872693820367,1.6390665563864084,1.4236756056899043,1.4455004230949342,1.3989026722383302,1.481159450593757,1.6552210333336725,1.7239532296863271,1.6510499305815223,1.7330867174044753
Magneton,Thunder Shock or Spark,Magnet Bomb,45,,,,,,,1.7636190993772705,1.7258874655025185,1.779643180035313,1.7298668161589617,1.7733262634794016,1.7292515997160367,1.7843955020702011,1.7698699968808198,1.8313970725935642,1.8299810093470494,,1.7167842140671032,,1.7145417402716314,1.8356516675871106,1.6949316414814284,1.9307772034283583,1.7876536815994621,,,1.8191183880263155,1.7495671651354003,1.8733764789711322,1.7928587007842078,1.7661790373219877,1.7526641459367944,,1.703658979964965,,1.7160469585147367,,1.6389226534998094,1.8256994252374243,1.8108667590631813,1.9003538259997965,1.8355015178800036,,1.6343505357656376,,1.8165915005137796,1.7408789520137373,1.7903576218118624,1.8168384060382772,1.7684030308080012,,1.8045252567317551,,1.7787817815181775,1.7824502753451705,1.75795189206944,,1.8025116737010292,1.7743307032211897,1.8471565506849597,1.733955938648601,1.7393932094696776,1.7490287631422436,1.82899110870359,,,1.693107078926987,1.7709091618331467,1.7543505561838528,1.7324178383944095,1.6888301386293363,1.6808420273079192,1.5877694354742844,1.6701764513278368,1.823399090551141,1.8011923502340945,1.7518887764837163,1.8068742772360153
Shadow Skarmory,Steel Wing,Flash Cannon,30,,,,,,,,,,,,,,,,2.158177703351737,,,2.1685378760805176,,,,,,1.989945310891702,1.9028893573537726,2.241840972929934,,,,,,,,,,,,,2.0671693792066392,,,,,,,,,,,,,,,,,,,,,,,,,2.1683813671247636,,1.938366578681435,2.0174013383490585,,,,,,,,,,
Shadow Aggron,Smack Down or Iron Tail,Heavy Slam,30,1.6276539719120078,1.6148652315771526,1.5972704369756068,1.5800284604608232,1.7043363755276788,1.5897410636279679,1.6130016233106603,1.6272164985073914,1.6176528265485246,1.6282583453103472,1.6134347474382007,1.6278434597370546,1.6404896653690717,1.6253924435961553,1.5962992813564993,1.5943886619756622,1.6042602339731151,1.5956860424446682,1.9278475765858434,1.627506468523718,1.8197888308985495,1.621403498158216,1.7696821197980233,1.6627574897138426,1.749178812265978,1.5075547675699599,1.8046174099922674,1.6501109359050636,1.8288172495429413,1.741304996770082,1.6073341788386983,1.6503902760639222,1.597353161875609,1.5501742262329596,1.5802034952134532,1.565065040035561,1.7572515147370156,1.6123802011412054,1.5435848126629674,1.5580381220283526,1.6645639029344614,1.616900927123129,1.6545282715035325,1.6125168709316777,1.6606191429888324,1.6627250544832282,1.652397746026996,1.6777849403105742,1.6156373429002115,1.6099813457485246,1.624378895673367,1.6571653082165163,1.5506268829043472,1.6146034521838573,1.63287837524389,1.6172373928195731,1.6537953619226877,1.6209801653083697,1.6111378564401002,1.6818156171795218,1.5803193610813708,1.6009259737454964,1.5867412616240033,1.6635934920722732,1.5733748744424456,1.6072662176390384,1.5823187025795775,1.6632433610158408,1.6017367452694833,1.6000798406562802,1.6268673532165157,1.6646795329077049,1.560238430914953,1.6539892604289297,1.5639691360392398,1.6205519160031845,1.5963428620294053,1.6552795893872185
Aggron,Smack Down or Iron Tail,Heavy Slam,40,1.7338258767996182,1.722027086407114,1.6760817980181026,1.6923927962992538,1.813584694851046,1.6814255976587424,1.7199845129523317,1.7214219026278983,1.7252664951255337,1.725738475376089,1.7212302515350475,1.7226405264971516,1.7781677751538323,1.7903354736261528,1.6846345308570088,1.7022073324291347,1.6792791715882291,1.6949446035798363,1.8093298652331968,1.7426121061144575,1.7955616007366335,1.7540762246446275,1.8560809801998523,1.7373518804024,,1.6210998569604005,1.7699032617020343,1.7440426709545804,1.7715451098981234,1.7841635194431695,1.6993688573996948,1.7744821780321873,1.6744866396557099,1.6928002743637747,1.683817137432055,1.6745325137805842,1.7531939348924583,1.70279478493754,1.7103240660165973,1.744369951720832,1.7252616433346621,1.722810039566551,1.69033323514053,1.739373734046052,1.7524438152939015,1.7536679351190214,1.7383731617436786,1.7999095084424468,1.7211894303877802,1.7850297989944452,1.7102055954525228,1.7773044527728208,1.6778095665294703,1.77102379382257,1.7051301268064798,1.770440042127095,1.7865145399418396,1.7645293023878548,1.8142670338105218,1.8890988680195508,1.662887203739073,1.7233399133169671,1.7640256753988617,1.8555854671693064,1.7824240109379885,1.7811257491538235,1.6932197693713373,1.764888391450596,1.7063437030535253,1.7541415863477539,1.71943454606447,1.7880486855996423,1.721340024796994,1.8134277021245946,1.736533808436473,1.8007405221385588,1.771608842999031,1.8427904061548075
Excadrill,Metal Claw,Iron Head,45,1.4374945439190048,1.4139115939657152,1.3644400016451421,1.379922624643394,1.4761714886314676,1.3759517935997425,1.3669199945498973,1.3729102540663696,1.3692058142548582,1.3776424159949863,1.3654284555294876,1.3731360540169293,1.3753025824495988,1.3819016855155413,1.3358414410805932,1.3880989203050749,1.391013232732224,1.387985257234913,1.4036892712365652,1.3653345366490355,1.3423571755763595,1.3481052238083244,1.48131523411903,1.3986554631189343,1.331963951254828,1.2216560038597817,1.3928822230421551,1.3840836387562225,1.3591700306768415,1.382885933465624,1.385272567686227,1.4180635853727455,1.3442253363034258,1.3327810224304821,1.3657449612642263,1.3775401678229056,1.3405038546222403,1.3505257707140452,1.3519768699676817,1.368898404267968,1.3272831944094747,1.3429274989393736,1.3520532041443143,1.3989113695276805,1.376916973001161,1.4187904158792306,1.4408198253722264,1.4798937104535537,1.3308431926339763,1.3708680558048203,1.4499966636291244,1.440898319617383,1.3429187392215531,1.4051808431743777,1.3776229868453762,1.4080610654585362,1.4480655903133708,1.4426526462421179,1.4267215027177274,1.5137581317300763,1.3479557753720828,1.3946578585310978,1.3904648777598234,1.462388363949961,1.3748159991135882,1.39573355646882,1.4095950912309163,1.4720391002501527,1.3281342099488547,1.382787333524636,1.407385696331349,1.469701368723745,1.395345869056038,1.4823347721872033,1.4147728687091823,1.4746255314185697,1.3859649525260194,1.4618012304415637
Excadrill,Mud-Slap,Iron Head,45,1.7296720443333706,1.7178935280933916,1.6374796221739953,1.6895053096090844,1.803058203603302,1.6824164425899248,1.6402616358991786,1.6735497014396046,1.6431639045386983,1.680122093416726,1.377328820508462,1.3935195733086678,1.6882299470857631,1.74461701778412,1.6106806106141747,1.6860447482863332,1.6627289976858943,1.6977694394010199,1.6931482987818378,1.685984338251313,1.3366731559110843,1.3498940519788396,1.823603115462064,1.7256696213155247,1.3809321671004666,1.2396563857951943,1.666546094535041,1.6648825808773362,1.6297098814115805,1.6777421250203683,1.6731121872052785,1.7361607989336525,1.625227641103123,1.6259253314274476,1.615802404728775,1.649687199034393,1.8593122303667302,1.925921538042227,1.6419693355713534,1.6863092995990754,1.6033755862721686,1.6622981815781586,1.935029689335063,2.036126159245363,1.3650280808045554,1.3946090603837384,1.727719728280539,1.7907047863639711,1.6372772216055733,1.7063900548538553,1.7471488102106214,1.7734124941781937,1.6345709490461418,1.7287851191231562,1.6307116787785787,1.6867853935757273,1.7216613576916078,1.7241902433118752,1.7258499583560862,1.8364019135956375,1.6451203469716114,1.7175614416543508,1.3830906514105878,1.4546018162230727,1.659428264898396,1.7030796868071276,1.7488659273773433,1.8336676538749674,1.3163241226811606,1.3716925206353494,2.139716085743668,2.2808016425756605,2.2122298483008596,2.3725213104049954,1.3711943776678563,1.4192082675461084,1.6964134466153171,1.7778279905192227
Excadrill,Mud Shot,Iron Head,45,1.7829829632325107,1.7877595814355924,1.6606801215083558,1.679556255968399,1.8242874496437629,1.6904147896682695,1.700515833926351,1.7380111555688806,1.7023756339277956,1.7414188287806722,1.515101601990258,1.5374271308085592,1.6991110835536927,1.755738233281933,1.682372887347458,1.776758420091565,1.7043320347864384,1.718124632110537,1.7640001449190845,1.7415650975097277,1.474737962288458,1.486797999580685,1.8116674618172843,1.6870466635601662,1.4465904817226882,1.310724565521871,1.6927973517142525,1.7108782722210778,1.673494581910607,1.7342571397369266,1.7413373840309048,1.8117312720767818,1.6329292325373708,1.6631984225391934,1.5998238214789664,1.6559615958000504,1.7955801207165378,1.8565492509065578,1.724028932155921,1.7907145851682407,1.6725253339309392,1.718014997282561,1.8251123575919979,1.9285734971290134,1.4729203728777718,1.5182017609143534,1.7655224877983384,1.8473925540009597,1.655179987637148,1.733307133170094,1.7296576033107576,1.7531220893308097,1.641884521801896,1.746822581721808,1.658638767253054,1.7364968678143062,1.739506806141949,1.7760551130688575,1.8153543337424367,1.9017008374886912,1.624512426467804,1.717739307851133,1.533752408702076,1.6254290964721498,1.725422534620543,1.7810548396012609,1.6868292543059917,1.7706806136094713,1.4772941275762537,1.5357709771618588,1.9517891747766325,2.0925925743137594,2.0571267733608614,2.2166549977457586,1.5297938045068522,1.6184617022459113,1.7559674784563124,1.857297937683694
Shadow Magneton,Thunder Shock or Spark or Charge Beam,Magnet Bomb,50,1.5324191014286588,1.5303964237788357,1.503740982221043,1.4932965760134644,1.6694689087339831,1.47729953800168,1.4971045426831675,1.4554660898658707,1.5083449096627526,1.465504830417222,1.5050396431298356,1.4589786715186133,1.5143542198594733,1.4814448713847364,1.5072304849600535,1.4886790248159067,,1.4278790504901622,1.7303843200093054,1.4091743076260332,1.5788571976012236,1.387186519788237,1.5793817068581004,1.4575506223218664,1.5849675966634378,1.3555969762205309,1.5697952621578541,1.4461843946830426,1.6267734905922213,1.5106395949977032,1.4897596600637257,1.4629382200880978,1.5371648542098835,1.3825001300806303,1.4469171710349504,1.4023381467039815,1.4960294944704802,1.3219417193066276,1.4937053139654104,1.498767876842645,1.5375583078312813,1.5102722389515209,1.4358239442997787,1.3217438156518346,1.5547600838882598,1.5029497419809825,1.4494810662058242,1.4634886125451427,1.4796774355650875,1.4253438924166106,1.4834862816469225,1.459046320729996,1.43314969781838,1.4645141070659664,1.474755293134808,1.4303695439195898,1.507886331478437,1.4418357093989271,1.4506237509927733,1.5184143549189906,1.4534353707915864,1.4127834411918407,1.3984582528827605,1.473985662001899,1.796034588226052,1.565157015110982,1.3887616953843926,1.4506154131855153,1.4515932684030182,1.4138153705923062,1.356576598655149,1.3480637960322848,1.2894632257912095,1.34673015519133,1.4813343801884495,1.4511069866619908,1.4577046545172223,1.4833199708817075
Genesect (Burn),Metal Claw,Magnet Bomb,30,1.6041687001780989,1.5390605933108812,1.5764017831693837,1.5488945187369276,1.5609127068165665,1.5104017571124424,1.5540116466770197,1.5253545677368077,1.56107170589297,1.530470386302574,1.5576271653189628,1.525427133283902,1.5500543560090947,1.533780951673474,1.586259950010698,1.5538768737477486,1.5338227298839993,1.4978981748492024,1.5468144655941916,1.4889424911177473,1.5946286050269485,1.537932472649251,1.5986198940953162,1.5573660211734108,1.4089673966526925,1.3686118243586491,1.6011970172172552,1.5404950888966555,1.616851225409597,1.5787667932069844,1.5658540826440557,1.5614713737176715,1.5986844021379691,1.5092543778267993,1.5435301172492673,1.5049120705676395,1.5816461586539337,1.5338136432087628,1.6092625794023874,1.5928932405741167,1.7022609305724932,1.5956717397518478,1.5680183763804558,1.56685548337329,1.5771565041631037,1.555346090398531,1.555493510139035,1.610293320302366,1.5904092739413411,1.5650548882218862,1.5766753047007884,1.5896212022094816,1.5316818851673168,1.5829208884924515,1.506705001605098,1.5250254536476935,1.5434346085912807,1.5649876602024162,1.5888171887687206,1.6311726474257897,1.5191784371995873,1.5408519564133656,1.586794005573139,1.656304900561803,1.5245038248794363,1.5456053963268217,1.4758193978929552,1.538640736528741,1.5422346943942744,1.5474884796516044,1.6689161225749949,1.6436416819507742,1.5332111768280416,1.6000342090715343,1.60772835831878,1.5969698084583912,1.5744311813987537,1.6109950419378345
Mega Metagross,Bullet Punch,Meteor Mash,50,0.9430828597646622,0.9562951975130929,0.9163590606487664,0.9158044804661518,0.9031331062805114,0.9129564714252476,0.9429804966769915,0.9707467967352873,0.9443162570647751,0.9722867611168308,0.9419581632007914,0.9693181266152255,0.924479444362571,0.9625661427961514,0.925631576931195,0.9677422305478887,0.9073266111456633,0.9329754834297375,0.9381638450084037,0.9466052625013767,0.940794998903571,0.9557409352840489,0.936370351343104,0.9500960346270002,0.8392850892521353,0.8268678796041702,0.9629518424726053,0.9497380912432627,0.9420532772089926,0.9587805576343668,0.9565499246060617,1.0005425924947469,0.8966724556637761,0.8927549015854128,0.907684103380193,0.9254891604767134,0.9130589553690263,0.9340040506434945,0.9296346784678093,0.9797204177329139,0.932007492785878,0.9318311387107574,0.943901904098034,0.9811329629552432,0.9592731326598595,1.0005739755459357,0.9505275928902528,1.0014393316504715,0.9637345191325598,0.9929629192337964,0.9424636142818112,0.9918862783951399,0.9406298757457346,0.9866552650168384,0.9359746230274381,0.971491170164537,0.9583266041913855,0.9830860837463709,1.0190363688440047,1.099168577985396,0.9206272968752776,0.9587963800276373,0.989148613988282,1.0543832488536264,0.9419318800495192,0.9668087512952456,0.9927137959442776,1.0352313504816182,0.9339104029168004,0.9634471583140625,0.9397683010591544,0.9973874011198021,0.9932735284447513,1.0296328020393195,0.9762463825180415,1.0120154022342478,0.9588678632592351,1.0451208635979798
Genesect (Chill),Metal Claw,Magnet Bomb,30,1.6041687001780989,1.5390605933108812,1.5764017831693837,1.5488945187369276,1.5609127068165665,1.5104017571124424,1.5540116466770197,1.5253545677368077,1.56107170589297,1.530470386302574,1.5576271653189628,1.525427133283902,1.5500543560090947,1.533780951673474,1.586259950010698,1.5538768737477486,1.5338227298839993,1.4978981748492024,1.5468144655941916,1.4889424911177473,1.5946286050269485,1.537932472649251,1.5986198940953162,1.5573660211734108,1.4089673966526925,1.3686118243586491,1.6011970172172552,1.5404950888966555,1.616851225409597,1.5787667932069844,1.5658540826440557,1.5614713737176715,1.5986844021379691,1.5092543778267993,1.5435301172492673,1.5049120705676395,1.5816461586539337,1.5338136432087628,1.6092625794023874,1.5928932405741167,1.7022609305724932,1.5956717397518478,1.5680183763804558,1.56685548337329,1.5771565041631037,1.555346090398531,1.555493510139035,1.610293320302366,1.5904092739413411,1.5650548882218862,1.5766753047007884,1.5896212022094816,1.5316818851673168,1.5829208884924515,1.506705001605098,1.5250254536476935,1.5434346085912807,1.5649876602024162,1.5888171887687206,1.6311726474257897,1.5191784371995873,1.5408519564133656,1.586794005573139,1.656304900561803,1.5245038248794363,1.5456053963268217,1.4758193978929552,1.538640736528741,1.5422346943942744,1.5474884796516044,1.6689161225749949,1.6436416819507742,1.5332111768280416,1.6000342090715343,1.60772835831878,1.5969698084583912,1.5744311813987537,1.6109950419378345
Genesect (Shock),Metal Claw,Magnet Bomb,50,1.3433407525584273,1.3365493294864,1.3077628556223575,1.2829594036197247,1.2845231340305134,1.256980058149555,1.3421615769527782,1.3249511073244244,1.347202093939942,1.331439535628098,1.3445608520212255,1.3284890188122953,1.3062400978008781,1.3222718754979805,1.3388706060001057,1.343623943119236,1.250373317608779,1.259002301324237,1.3058903410635696,1.2851281397744572,1.323757719434042,1.3100544828541847,1.338084264197954,1.3240779769793622,1.2006466304838719,1.1822123422588129,1.330653132556238,1.331849946168838,1.3478695416447717,1.3412760715241334,1.323114581645371,1.365970729869518,1.3003513486007088,1.287715201631522,1.2742927381325366,1.2621127188350967,1.321699779414818,1.3101131152230412,1.3236609375461186,1.3269434842553507,1.3737668389397035,1.3384385345098788,1.3059304702722057,1.3487297435839736,1.323320115012734,1.3623223456684936,1.3149801103880325,1.363613460238849,1.300272734229383,1.3264512337115149,1.3267949746424585,1.3862376206005997,1.2885866196516713,1.3552157963342095,1.2728130958497383,1.317776426438794,1.3050115122409547,1.351176310389116,1.3826161442032676,1.4356378519341726,1.287884954981397,1.3387744501718457,1.3415565693522038,1.411219769901855,1.3041293594769274,1.3507946486614437,1.336520172423048,1.4013653547565201,1.285260030720929,1.328604155765238,1.3388775385167269,1.3640672332467874,1.3050073418139334,1.3773014154571912,1.3716179625934557,1.3542208587708429,1.3482838584897894,1.4053305667897005
Perrserker,Metal Claw,Iron Head,45,,,1.7790091588112062,1.7697366979861548,1.8759408160006994,1.7342001718227487,1.7803982488422014,1.7642800198239992,1.7785395145288385,1.7746603735277244,1.775115008034034,1.772467010127349,,1.781892319987156,1.8131821939709545,1.8139493027349967,1.8183592380072553,,,,1.8531287382593231,,1.942684663527399,1.8022369233906104,,,1.8283179462296648,1.7836096725699928,1.8291056368912708,,1.7975052938331417,1.810594575700798,1.8095469856145547,,1.7432313332686598,1.715154037030903,,,,1.8432419018655752,1.8954917127424735,1.82179795987133,,,1.8235899288920734,,,,,1.8276845404628326,1.7953464565518051,1.830407470069265,1.7424720503090767,1.8185072763456234,1.7803709386100184,1.8075634609324,,,1.8503936352270025,1.9587097687597113,1.7435671071577283,1.7716570331680062,,,1.8293496117099814,1.8434330602097109,1.7676029642254514,1.8428165009483666,1.7592218489948177,,,,,,1.8047822387408932,1.8689200666626482,1.8133793124015023,1.8967484892209556
Genesect (Shock),Metal Claw,Magnet Bomb,30,1.6041687001780989,1.5390605933108812,1.5764017831693837,1.5488945187369276,1.5609127068165665,1.5104017571124424,1.5540116466770197,1.5253545677368077,1.56107170589297,1.530470386302574,1.5576271653189628,1.525427133283902,1.5500543560090947,1.533780951673474,1.586259950010698,1.5538768737477486,1.5338227298839993,1.4978981748492024,1.5468144655941916,1.4889424911177473,1.5946286050269485,1.537932472649251,1.5986198940953162,1.5573660211734108,1.4089673966526925,1.3686118243586491,1.6011970172172552,1.5404950888966555,1.616851225409597,1.5787667932069844,1.5658540826440557,1.5614713737176715,1.5986844021379691,1.5092543778267993,1.5435301172492673,1.5049120705676395,1.5816461586539337,1.5338136432087628,1.6092625794023874,1.5928932405741167,1.7022609305724932,1.5956717397518478,1.5680183763804558,1.56685548337329,1.5771565041631037,1.555346090398531,1.555493510139035,1.610293320302366,1.5904092739413411,1.5650548882218862,1.5766753047007884,1.5896212022094816,1.5316818851673168,1.5829208884924515,1.506705001605098,1.5250254536476935,1.5434346085912807,1.5649876602024162,1.5888171887687206,1.6311726474257897,1.5191784371995873,1.5408519564133656,1.586794005573139,1.656304900561803,1.5245038248794363,1.5456053963268217,1.4758193978929552,1.538640736528741,1.5422346943942744,1.5474884796516044,1.6689161225749949,1.6436416819507742,1.5332111768280416,1.6000342090715343,1.60772835831878,1.5969698084583912,1.5744311813987537,1.6109950419378345
Magnezone,Spark,Flash Cannon or Mirror Shot,35,,,,,,,,,,,,,,,,,2.017024183940829,,,,,,,,,,2.147533460039055,,2.1061931577442663,,,,,,,,2.1034245870305233,1.8390078688730178,,,,,1.8150742985040325,1.847614422131047,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8404473116726967,1.8575545606334312,1.7833297952051763,1.8890415288895575,,,,
Dialga,Metal Claw,Iron Head,40,1.3828546578053988,1.3511630222309914,1.3259149028351926,1.319171255246621,1.3857132115000208,1.3204063241668202,1.3598398177902065,1.349936182273402,1.3645851746500126,1.3551365219289864,1.36282248687991,1.3521326160752676,1.3301780588634442,1.3555713711173496,1.3082315089409025,1.3196170288242117,1.2938235742913173,1.2932263604059295,1.3508207791085158,1.335235502251887,1.3297373296252395,1.3295546315721654,1.3896206763938452,1.372501636470337,1.2111778345538777,1.1973725184172128,1.3381134616208088,1.318749259149468,1.360109185170122,1.3632073008867795,1.3681266978656617,1.3999814099558876,1.277937147002893,1.2642467742458021,1.304507387903381,1.310462462491896,1.324165975574984,1.330717959403485,1.3601915178223218,1.3538346080184742,1.3516824966584282,1.3402828265837399,1.3253593644484625,1.386125338410092,1.3125369423488917,1.3557261333691937,1.3231329009962192,1.3902621286826322,1.3220370204335308,1.349950366830288,1.4165693265305201,1.419915818055457,1.3147039654414843,1.3846707104257243,1.3374904960714613,1.3655523462349421,1.3601568927797336,1.3894888193716846,1.4065557786171137,1.464892619826003,1.305175816230738,1.3679891183088342,1.366637946894962,1.445352364693473,1.3444055416195653,1.3730599523574858,1.3972195633278621,1.4559587072872375,1.3129113988150498,1.363916580861874,1.3328665023733786,1.3805700367001894,1.327617406395691,1.3945592097656951,1.3282296276175618,1.3856806815308613,1.3797946158687047,1.4379722259818057
